x,mysin,mysinrev,mysinterms,mysintermsrev
1.00,0.00000000000000000347,0.00000000000000000000,0.00000000000000000347,0.00000000000000000000
2.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
4.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
5.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
6.00,0.00000000000000001388,0.00000000000000000000,0.00000000000000001388,0.00000000000000000000
7.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
8.00,0.00000000000000002776,0.00000000000000000000,0.00000000000000002776,0.00000000000000000000
9.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
10.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
12.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
13.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
14.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
15.00,0.00000000000000005551,0.00000000000000000000,0.00000000000000005551,0.00000000000000000000
16.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
17.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
18.00,0.00000000000000005551,0.00000000000000000000,0.00000000000000005551,0.00000000000000000000
19.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
20.00,0.00000000000000005551,0.00000000000000000000,0.00000000000000005551,0.00000000000000000000
21.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
22.00,0.00000000000000005551,0.00000000000000000000,0.00000000000000005551,0.00000000000000000000
23.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
24.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
25.00,0.00000000000000005551,0.00000000000000000000,0.00000000000000005551,0.00000000000000000000
26.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
27.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
28.00,0.00000000000000005551,0.00000000000000000000,0.00000000000000005551,0.00000000000000000000
29.00,0.00000000000000005551,0.00000000000000000000,0.00000000000000005551,0.00000000000000000000
30.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
31.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
32.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
33.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
34.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
35.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
36.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
37.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
38.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
39.00,0.00000000000000022204,0.00000000000000000000,0.00000000000000022204,0.00000000000000000000
40.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
41.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
42.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
43.00,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102
44.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
45.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
46.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
47.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
48.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
49.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000011102
50.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
51.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
52.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
53.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
54.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
55.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
56.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
57.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
58.00,0.00000000000000011102,0.00000000000000011102,0.00000000000000011102,0.00000000000000000000
59.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
60.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
61.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
62.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
63.00,0.00000000000000011102,0.00000000000000011102,0.00000000000000011102,0.00000000000000011102
64.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000000000
65.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
66.00,0.00000000000000011102,0.00000000000000011102,0.00000000000000011102,0.00000000000000011102
67.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
68.00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
69.00,0.00000000000000011102,0.00000000000000000000,0.00000000000000011102,0.00000000000000011102
